carat,cut,color,clarity,depth,table,price,x,y,z,log_price,Label
0.51,Very Good,G,IF,59.3,57.0,2084.0,5.25,5.31,3.13,3.3188977146274867,normal
0.51,Good,E,SI1,64.3,54.0,1624.0,5.1,5.07,3.27,3.2105860249051563,normal
1.06,Ideal,H,SI1,62.2,57.0,5143.0,6.56,6.49,4.06,3.71121652432109,normal
0.3,Good,I,VS1,63.3,59.0,473.0,4.2,4.23,2.67,2.6748611407378116,normal
0.3,Ideal,D,SI1,61.7,56.0,552.0,4.31,4.35,2.67,2.741939077729199,normal
0.3,Premium,I,IF,60.5,59.0,810.0,4.34,4.32,2.62,2.9084850188786495,normal
0.71,Very Good,J,SI2,61.1,58.0,1764.0,5.67,5.76,3.49,3.246498580795801,normal
0.7,Good,D,VS2,64.1,59.0,3033.0,5.56,5.49,3.54,3.4818724103106633,normal
1.01,Very Good,F,VVS2,61.8,58.0,8922.0,6.44,6.48,3.99,3.950462218905598,normal
0.36,Very Good,D,VS2,62.4,58.0,780.0,4.48,4.53,2.81,2.8920946026904804,normal
1.24,Premium,I,SI2,62.8,58.0,4375.0,6.88,6.79,4.28,3.640978057358332,normal
0.77,Ideal,D,SI1,62.6,57.0,2949.0,5.81,5.92,3.67,3.469674772551798,normal
0.41,Ideal,D,VS1,61.1,56.0,1427.0,4.8,4.83,2.94,3.154423973114647,normal
0.48,Ideal,G,IF,61.9,55.0,1791.0,5.03,5.08,3.13,3.2530955858490316,normal
0.36,Ideal,D,SI1,61.9,55.7,713.0,4.57,4.59,2.84,2.8530895298518657,normal
0.82,Very Good,I,SI1,62.3,58.0,2602.0,5.94,6.0,3.72,3.4153072922255676,normal
0.71,Ideal,I,VS2,62.0,54.0,2272.0,5.73,5.77,3.56,3.3564083270389813,normal
0.7,Good,H,VVS2,58.9,61.5,2699.0,5.77,5.84,3.42,3.431202884556517,normal
1.52,Ideal,D,VS2,62.1,58.0,15922.0,7.36,7.4,4.58,4.201997619583105,normal
0.33,Ideal,H,VVS2,61.6,55.0,633.0,4.48,4.51,2.77,2.801403710017355,normal
0.34,Premium,H,VS1,62.2,58.0,765.0,4.48,4.43,2.77,2.8836614351536176,normal
1.03,Ideal,F,VVS1,61.3,54.0,9881.0,6.56,6.62,4.04,3.994800899294604,normal
0.9,Premium,D,SI2,58.8,59.0,3579.0,6.28,6.24,3.68,3.553761698390004,normal
0.33,Premium,J,VS2,59.6,61.0,450.0,4.53,4.49,2.69,2.6532125137753435,normal
1.7,Premium,F,VS2,62.5,61.0,13737.0,7.54,7.45,4.69,4.13789189824736,normal
0.34,Premium,D,SI1,59.6,59.0,803.0,4.57,4.55,2.72,2.904715545278681,normal
0.35,Good,E,VS1,63.1,56.0,663.0,4.49,4.54,2.85,2.821513528404773,normal
0.23,Very Good,E,VVS2,63.8,57.0,485.0,3.88,3.9,2.48,2.6857417386022635,normal
0.38,Ideal,E,VVS2,61.9,57.0,1100.0,4.63,4.65,2.87,3.041392685158225,normal
1.2,Very Good,H,SI1,62.9,56.0,6019.0,6.74,6.8,4.26,3.77952434332479,normal
0.51,Ideal,G,VS1,61.9,56.0,1656.0,5.1,5.14,3.17,3.219060332448861,normal
1.12,Ideal,I,SI1,62.0,56.0,4829.0,6.69,6.64,4.13,3.6838572054003462,normal
0.28,Ideal,H,VVS2,61.6,56.0,514.0,4.22,4.26,2.61,2.710963118995276,normal
0.3,Ideal,E,VVS1,61.1,56.0,918.0,4.36,4.38,2.67,2.9628426812012423,normal
0.56,Very Good,H,VVS2,59.8,57.0,1723.0,5.39,5.48,3.25,3.2362852774480286,normal
0.53,Very Good,G,VVS2,60.5,59.0,1724.0,5.24,5.29,3.19,3.236537261488694,normal
1.57,Ideal,G,SI1,61.8,55.0,11702.0,7.49,7.43,4.61,4.0682600937746995,normal
0.7,Good,D,SI2,58.2,63.0,2583.0,5.78,5.83,3.38,3.412124406173317,normal
0.33,Ideal,F,IF,61.2,56.0,1240.0,4.47,4.49,2.74,3.093421685162235,normal
0.32,Ideal,E,VS2,62.0,57.0,702.0,4.39,4.41,2.73,2.846337112129805,normal
1.26,Ideal,G,VVS2,60.7,56.0,10556.0,7.05,7.03,4.27,4.023499381548012,normal
0.7,Premium,F,SI1,62.5,59.0,2333.0,5.65,5.67,3.54,3.3679147387937527,normal
2.3,Premium,J,SI1,59.6,59.0,12499.0,8.61,8.56,5.12,4.096875268059688,normal
1.5,Ideal,I,I1,61.8,57.0,5510.0,7.39,7.31,4.54,3.741151598851785,normal
0.92,Ideal,E,SI2,62.3,56.0,4871.0,6.21,6.25,3.88,3.68761812957177,normal
0.72,Ideal,F,VS1,61.1,56.0,3265.0,5.76,5.79,3.53,3.5138831856110926,normal
0.3,Very Good,I,VVS1,60.5,60.0,552.0,4.32,4.34,2.62,2.741939077729199,normal
0.27,Ideal,E,VS2,62.7,55.0,470.0,4.15,4.18,2.61,2.6720978579357175,normal
0.52,Ideal,H,IF,61.4,56.0,2441.0,5.19,5.23,3.2,3.387567779417189,normal
0.29,Premium,E,SI1,58.4,60.0,548.0,4.34,4.32,2.53,2.738780558484369,normal
2.05,Ideal,G,SI1,61.9,57.0,18787.0,8.1,8.16,5.03,4.273857435371117,normal
1.0,Very Good,I,VS2,61.9,59.0,5020.0,6.35,6.38,3.94,3.7007037171450192,normal
0.51,Ideal,F,VVS2,60.4,56.0,2054.0,5.18,5.22,3.14,3.3126004392612596,normal
0.55,Ideal,D,VS1,61.7,55.0,1990.0,5.26,5.25,3.24,3.2988530764097064,normal
0.23,Very Good,F,VVS2,61.9,59.0,530.0,3.94,3.97,2.45,2.724275869600789,normal
0.6,Good,J,VS1,58.9,60.5,1306.0,5.5,5.57,3.26,3.115943176939055,normal
0.23,Very Good,F,VVS1,62.8,54.0,583.0,3.92,3.94,2.47,2.765668554759014,normal
0.71,Premium,G,VS2,60.4,61.0,2515.0,5.81,5.77,3.5,3.400537989391946,normal
0.57,Ideal,F,VS2,59.2,57.0,1637.0,5.45,5.5,3.24,3.2140486794119414,normal
0.41,Ideal,D,SI2,62.6,57.0,841.0,4.77,4.72,2.97,2.924795995797912,normal
1.01,Ideal,F,VVS2,61.0,57.0,8688.0,6.52,6.46,3.96,3.9389198122447717,normal
0.57,Premium,E,SI2,61.0,60.0,1320.0,5.36,5.32,3.26,3.12057393120585,normal
0.26,Ideal,H,VS1,62.2,55.0,482.0,4.12,4.14,2.57,2.6830470382388496,normal
1.59,Premium,H,VS2,62.1,58.0,11437.0,7.48,7.42,4.63,4.058312121108386,normal
1.2,Very Good,H,I1,58.6,57.0,3696.0,6.96,7.01,4.09,3.567731962548069,normal
1.55,Ideal,E,SI1,61.5,56.0,13291.0,7.4,7.36,4.54,4.123557658003949,normal
0.32,Ideal,G,VS2,62.0,57.0,720.0,4.41,4.39,2.73,2.8573324964312685,normal
0.7,Good,F,SI1,63.1,57.0,2161.0,5.61,5.65,3.55,3.3346547668832414,normal
1.58,Premium,I,VS1,61.1,59.0,10618.0,7.52,7.44,4.57,4.026042721005139,normal
0.9,Fair,G,I1,65.1,58.0,1939.0,6.05,5.99,3.92,3.287577809078705,normal
0.71,Very Good,E,VVS2,61.7,60.0,3376.0,5.7,5.74,3.53,3.5284024379536176,normal
0.43,Good,H,VVS1,60.0,61.0,1000.0,4.91,4.93,2.95,3.0,normal
0.31,Very Good,H,VS1,62.9,58.0,544.0,4.31,4.34,2.72,2.73559889969818,normal
1.34,Ideal,G,VS2,61.9,56.0,9401.0,7.1,7.05,4.38,3.973174052682972,normal
0.3,Ideal,G,VVS1,61.5,55.0,764.0,4.33,4.35,2.67,2.8830933585756897,normal
0.36,Ideal,F,SI1,61.1,57.0,551.0,4.57,4.6,2.8,2.741151598851785,normal
0.9,Premium,H,VS2,61.6,58.0,4032.0,6.26,6.18,3.83,3.6055205234374688,normal
1.01,Very Good,J,SI2,63.3,53.0,3088.0,6.35,6.31,4.01,3.4896772916636984,normal
0.54,Very Good,G,SI1,62.2,57.0,1241.0,5.17,5.22,3.23,3.09377178149873,normal
0.3,Ideal,G,VVS2,62.0,57.0,684.0,4.29,4.32,2.67,2.835056101720116,normal
0.33,Premium,H,VVS2,61.6,58.0,854.0,4.45,4.42,2.73,2.931457870689005,normal
0.37,Premium,E,VS2,63.0,58.0,1041.0,4.58,4.53,2.87,3.017450729510536,normal
1.02,Fair,I,SI1,53.0,63.0,2856.0,6.84,6.77,3.66,3.455758203104137,normal
1.18,Ideal,G,VS2,60.9,56.0,7439.0,6.8,6.85,4.16,3.871514558708382,normal
1.02,Premium,D,SI1,62.3,59.0,5998.0,6.42,6.38,3.99,3.7780064614235083,normal
1.13,Ideal,I,VS1,61.9,55.0,6980.0,6.67,6.7,4.14,3.843855422623161,normal
0.41,Ideal,H,SI1,62.6,55.0,683.0,4.77,4.79,2.99,2.8344207036815323,normal
0.32,Ideal,D,SI1,62.0,57.0,589.0,4.37,4.4,2.72,2.7701152947871015,normal
1.04,Premium,H,VVS2,59.1,60.0,6278.0,6.66,6.6,3.92,3.797821311364024,normal
1.51,Very Good,I,SI1,63.5,57.0,8214.0,7.19,7.24,4.58,3.914554698517634,normal
1.15,Ideal,F,VVS2,62.7,57.0,10757.0,6.69,6.65,4.18,4.031691168625146,normal
0.23,Very Good,E,VVS2,61.4,62.0,505.0,3.9,3.95,2.41,2.7032913781186614,normal
0.31,Ideal,D,SI1,62.0,55.0,571.0,4.36,4.38,2.71,2.756636108245848,normal
0.4,Premium,I,SI1,59.8,57.0,765.0,4.83,4.8,2.88,2.8836614351536176,normal
1.04,Premium,E,SI2,61.0,60.0,4240.0,6.57,6.52,3.99,3.6273658565927325,normal
0.7,Premium,H,SI1,60.3,55.0,2176.0,5.8,5.75,3.48,3.3376588910261424,normal
0.23,Ideal,G,VS1,61.6,55.0,384.0,3.96,3.99,2.45,2.584331224367531,normal
1.62,Premium,F,SI2,61.6,60.0,9106.0,7.52,7.55,4.64,3.959327645972171,normal
0.53,Premium,I,VS1,62.3,58.0,1383.0,5.26,5.18,3.25,3.1408221801093106,normal
0.23,Very Good,E,VVS2,62.1,62.0,485.0,3.91,3.95,2.44,2.6857417386022635,normal
0.41,Ideal,F,VVS1,61.8,57.0,1295.0,4.75,4.79,2.95,3.1122697684172707,normal
0.57,Very Good,D,VVS1,62.8,56.0,3126.0,5.27,5.31,3.32,3.494988973683168,normal
1.27,Good,F,I1,59.2,64.0,4324.0,7.06,6.99,4.16,3.6358856852812727,normal
0.59,Very Good,E,VS2,59.4,63.0,2145.0,5.42,5.46,3.23,3.331427296520743,normal
0.4,Premium,F,VVS2,60.8,59.0,1088.0,4.71,4.73,2.87,3.036628895362161,normal
1.02,Premium,F,VS1,62.0,59.0,7485.0,6.41,6.39,3.97,3.874191804679071,normal
0.53,Ideal,I,SI2,61.8,55.0,844.0,5.22,5.26,3.24,2.926342446625655,normal
0.37,Ideal,H,VVS1,62.0,53.0,815.0,4.63,4.66,2.88,2.9111576087399764,normal
2.03,Premium,E,SI2,61.5,59.0,18310.0,8.16,8.24,5.04,4.262688344301696,normal
2.01,Premium,E,SI2,62.2,60.0,13387.0,8.02,7.96,4.97,4.12668326338829,normal
0.7,Premium,E,SI1,61.8,59.0,2396.0,5.63,5.57,3.46,3.379486813717274,normal
1.27,Premium,G,VS2,61.0,60.0,8705.0,6.97,6.93,4.24,3.93976877545335,normal
1.01,Premium,F,VS1,62.5,58.0,7602.0,6.42,6.37,4.0,3.880927865267085,normal
0.31,Ideal,F,IF,62.2,54.0,914.0,4.37,4.41,2.73,2.9609461957338317,normal
1.5,Ideal,H,VS2,62.2,57.0,10886.0,7.33,7.27,4.54,4.036868329981055,normal
1.04,Premium,E,VVS1,60.9,58.0,11279.0,6.53,6.61,4.0,4.052270596656749,normal
0.33,Good,I,VS1,63.1,56.0,521.0,4.38,4.4,2.77,2.7168377232995247,normal
0.38,Premium,I,VS1,59.9,60.0,700.0,4.66,4.72,2.81,2.845098040014257,normal
0.32,Ideal,E,VS1,61.6,55.0,898.0,4.43,4.46,2.74,2.9532763366673045,normal
1.35,Ideal,G,VS1,62.2,57.0,10244.0,7.09,7.05,4.4,4.010469569796392,normal
0.4,Ideal,G,VS1,62.4,57.0,1125.0,4.74,4.72,2.95,3.0511525224473814,normal
0.79,Good,F,SI1,58.1,59.0,2756.0,6.06,6.13,3.54,3.440279213235588,normal
1.01,Ideal,F,VS1,63.2,56.0,7209.0,6.35,6.41,4.03,3.8578750255235628,normal
1.01,Premium,I,SI2,59.4,57.0,3971.0,6.59,6.57,3.91,3.598899887063883,normal
1.08,Very Good,G,SI2,60.3,58.0,4362.0,6.65,6.72,4.03,3.6396856612426816,normal
0.52,Premium,D,VS2,60.6,56.0,1919.0,5.25,5.22,3.17,3.2830749747354715,normal
1.01,Ideal,E,SI2,61.9,56.0,4832.0,6.43,6.46,3.99,3.6841269256130755,normal
1.55,Very Good,H,SI2,62.5,61.0,8174.0,7.31,7.34,4.58,3.9124346333755744,normal
0.46,Fair,E,VS2,66.8,61.0,1070.0,4.84,4.71,3.2,3.0293837776852097,normal
0.91,Very Good,D,SI2,63.4,59.0,3911.0,6.12,6.15,3.89,3.5922878159521305,normal
0.31,Ideal,E,VS2,62.0,56.0,589.0,4.36,4.38,2.71,2.7701152947871015,normal
0.31,Ideal,G,SI2,62.0,54.0,436.0,4.38,4.42,2.73,2.639486489268586,normal
1.5,Good,G,SI2,57.9,61.0,8144.0,7.47,7.51,4.34,3.9108377649926833,normal
0.4,Premium,G,VS2,62.8,61.0,1035.0,4.67,4.63,2.92,3.0149403497929366,normal
1.51,Premium,H,VS2,62.9,59.0,11268.0,7.31,7.25,4.58,4.051846838313736,normal
0.72,Ideal,G,VS1,61.8,56.0,3478.0,5.74,5.76,3.55,3.5413295776666938,normal
0.3,Very Good,G,SI1,59.8,57.0,447.0,4.32,4.37,2.6,2.6503075231319366,normal
0.56,Premium,H,VS2,62.2,60.0,1432.0,5.28,5.23,3.27,3.1559430179718366,normal
1.25,Premium,E,SI1,60.9,59.0,7260.0,6.98,7.02,4.26,3.8609366207000937,normal
0.53,Ideal,E,SI1,61.9,55.0,1585.0,5.2,5.24,3.23,3.2000292665537704,normal
0.3,Ideal,E,SI1,61.6,54.0,499.0,4.32,4.35,2.67,2.6981005456233897,normal
0.5,Premium,D,SI1,61.2,60.0,1654.0,5.14,5.09,3.13,3.218535505216528,normal
0.69,Fair,G,VS1,61.2,65.4,2235.0,5.58,5.64,3.42,3.3492775274679554,normal
0.3,Good,D,SI2,63.4,56.0,447.0,4.26,4.29,2.71,2.6503075231319366,normal
1.2,Fair,F,I1,64.6,56.0,2809.0,6.73,6.66,4.33,3.4485517392015783,normal
0.3,Ideal,D,VS1,62.2,56.0,835.0,4.31,4.27,2.67,2.921686475483602,normal
0.3,Premium,H,VVS2,62.0,58.0,776.0,4.35,4.3,2.68,2.8898617212581885,normal
0.31,Premium,E,VS2,61.0,59.0,872.0,4.39,4.33,2.66,2.940516484932567,normal
0.3,Ideal,F,IF,62.0,56.0,1013.0,4.34,4.3,2.68,3.0056094453602804,normal
0.31,Very Good,H,VS2,62.5,54.0,489.0,4.35,4.39,2.73,2.6893088591236203,normal
0.7,Premium,F,SI1,61.9,58.0,2319.0,5.69,5.65,3.51,3.3653007486379876,normal
0.23,Very Good,F,VVS2,60.4,61.0,465.0,3.92,3.96,2.38,2.667452952889954,normal
1.2,Ideal,F,VS2,62.3,56.0,8590.0,6.82,6.79,4.24,3.9339931638312424,normal
1.07,Very Good,H,SI1,62.3,57.0,5752.0,6.53,6.64,4.1,3.7598188773748262,normal
0.72,Ideal,D,SI1,61.9,55.0,2903.0,5.78,5.75,3.57,3.4628470358316736,normal
1.54,Very Good,G,SI2,61.5,61.0,8808.0,7.35,7.42,4.54,3.9448773059636952,normal
1.51,Premium,G,VS2,60.8,60.0,13157.0,7.42,7.38,4.5,4.1191568746903044,normal
1.01,Premium,F,SI2,62.7,58.0,3733.0,6.38,6.32,3.98,3.5720579899263045,normal
1.09,Ideal,D,SI2,62.1,56.0,5164.0,6.56,6.59,4.08,3.712986233594383,normal
1.12,Premium,H,SI2,61.0,59.0,4077.0,6.72,6.66,4.08,3.6103407114521566,normal
1.06,Good,I,VS1,58.8,62.0,4887.0,6.65,6.72,3.93,3.689042339028172,normal
1.25,Premium,D,SI2,63.0,62.0,5947.0,6.86,6.82,4.3,3.7742979384992776,normal
0.38,Ideal,F,SI1,61.1,57.0,660.0,4.7,4.72,2.88,2.8195439355418688,normal
0.71,Ideal,E,VS2,62.2,57.0,2776.0,5.79,5.62,3.55,3.4434194617828173,normal
0.9,Fair,F,SI1,65.1,56.0,3437.0,6.08,6.05,3.95,3.536179532137225,normal
0.43,Premium,I,SI2,59.8,59.0,726.0,4.94,4.9,2.94,2.8609366207000937,normal
0.33,Ideal,H,VS1,61.8,56.0,579.0,4.41,4.46,2.74,2.762678563727436,normal
1.0,Premium,D,SI1,60.3,59.0,5880.0,6.47,6.44,3.89,3.7693773260761385,normal
0.23,Very Good,F,VVS1,61.4,58.0,530.0,3.93,3.95,2.42,2.724275869600789,normal
0.4,Very Good,F,VVS2,60.5,57.0,982.0,4.76,4.79,2.89,2.99211148778695,normal
0.6,Ideal,G,VVS2,62.0,57.0,2347.0,5.41,5.46,3.37,3.3705130895985924,normal
0.31,Ideal,I,VS1,61.9,54.0,628.0,4.38,4.34,2.7,2.797959643737196,normal
1.01,Good,E,VS2,63.4,60.0,6666.0,6.31,6.37,4.02,3.8238653093245114,normal
0.7,Premium,I,VVS1,59.1,60.0,2513.0,5.77,5.8,3.42,3.400192488592576,normal
0.54,Good,H,SI1,63.3,57.0,1154.0,5.15,5.22,3.28,3.0622058088197126,normal
0.61,Ideal,E,VS1,62.1,57.0,2324.0,5.41,5.47,3.38,3.366236123718293,normal
0.5,Premium,F,VVS1,61.1,55.0,2081.0,5.15,5.13,3.14,3.318272080211627,normal
0.7,Good,I,SI2,63.5,56.0,1675.0,5.59,5.63,3.56,3.224014811372864,normal
0.3,Premium,D,VS2,60.6,59.0,911.0,4.36,4.28,2.62,2.9595183769729982,normal
0.33,Good,I,VS1,63.2,57.0,521.0,4.37,4.4,2.77,2.7168377232995247,normal
0.35,Ideal,E,VVS1,61.9,56.0,967.0,4.55,4.53,2.81,2.9854264740830017,normal
1.01,Very Good,D,SI2,59.1,63.0,3671.0,6.59,6.54,3.88,3.564784384503987,normal
1.05,Ideal,D,VS2,61.0,56.0,8451.0,6.54,6.61,4.01,3.9269081017054357,normal
1.05,Premium,G,VS2,61.8,58.0,6181.0,6.59,6.52,4.05,3.7910587435918255,normal
0.3,Ideal,H,VVS1,61.1,56.0,650.0,4.33,4.37,2.66,2.8129133566428557,normal
0.72,Ideal,E,VS2,61.4,56.0,3601.0,5.78,5.8,3.55,3.556423121371285,normal
1.68,Ideal,J,VS1,61.1,57.0,10681.0,7.64,7.7,4.69,4.02861191506623,normal
1.01,Fair,E,SI1,65.1,61.0,4480.0,6.27,6.24,4.07,3.651278013998144,normal
1.21,Premium,I,VS2,62.2,59.0,5502.0,6.79,6.85,4.24,3.7405205860536648,normal
1.52,Premium,G,SI1,62.2,58.0,8512.0,7.39,7.33,4.58,3.930031614950973,normal
1.01,Very Good,D,SI1,62.9,58.0,5731.0,6.33,6.38,4.0,3.7582304084577496,normal
0.4,Ideal,J,VS2,62.3,55.0,598.0,4.72,4.75,2.95,2.776701183988411,normal
0.72,Very Good,F,VS1,63.4,57.0,3264.0,5.68,5.7,3.61,3.5137501500818233,normal
0.33,Premium,E,VS1,60.9,58.0,1002.0,4.49,4.45,2.72,3.000867721531227,normal
0.4,Good,E,SI2,64.2,57.0,798.0,4.7,4.68,3.01,2.9020028913507296,normal
1.2,Ideal,G,VS2,61.9,57.0,7930.0,6.86,6.83,4.24,3.8992731873176036,normal
1.05,Premium,E,SI1,61.8,56.0,5821.0,6.57,6.5,4.04,3.7649975992848805,normal
0.72,Very Good,J,VS1,62.2,59.9,1914.0,5.67,5.69,3.53,3.281941933440825,normal
1.52,Very Good,H,SI1,60.9,59.0,9642.0,7.43,7.49,4.54,3.9841671271469883,normal
1.29,Very Good,G,VS2,58.7,58.0,8684.0,7.11,7.27,4.22,3.9387198147823823,normal
0.5,Ideal,D,SI2,62.4,56.0,1239.0,5.06,5.1,3.17,3.0930713063760633,normal
0.3,Ideal,H,VVS2,61.6,55.0,776.0,4.34,4.3,2.66,2.8898617212581885,normal
0.7,Premium,F,SI1,60.4,58.0,2196.0,5.76,5.82,3.5,3.3416323357780544,normal
0.72,Very Good,E,VS2,63.8,57.0,3035.0,5.66,5.69,3.62,3.482158695411276,normal
0.23,Premium,E,VVS2,60.9,60.0,680.0,3.99,3.96,2.42,2.832508912706236,normal
0.36,Ideal,E,VS1,62.0,54.2,863.0,4.55,4.58,2.83,2.9360107957152097,normal
0.35,Ideal,D,SI2,62.2,56.0,522.0,4.52,4.55,2.82,2.717670503002262,normal
0.31,Ideal,E,VS1,61.6,57.0,942.0,4.35,4.32,2.67,2.9740509027928774,normal
0.58,Very Good,D,SI1,63.5,58.0,1720.0,5.29,5.32,3.37,3.2355284469075487,normal
0.53,Ideal,E,VS1,60.4,57.0,1772.0,5.27,5.26,3.18,3.248463717551032,normal
1.25,Very Good,F,SI1,61.4,56.0,7956.0,6.91,6.94,4.25,3.900694774452398,normal
0.79,Good,G,SI1,63.6,57.0,2726.0,5.86,5.84,3.72,3.435525851498655,normal
0.52,Ideal,D,VS2,62.7,53.0,1822.0,5.14,5.17,3.23,3.2605483726369795,normal
0.6,Ideal,E,VS1,61.7,55.0,2774.0,5.41,5.44,3.35,3.443106456737266,normal
1.51,Ideal,H,SI2,61.7,57.0,6384.0,7.39,7.36,4.55,3.805092878342673,normal
0.31,Ideal,G,VS2,60.8,56.0,562.0,4.38,4.4,2.67,2.749736315569061,normal
0.58,Ideal,G,SI1,62.0,58.0,1408.0,5.33,5.38,3.32,3.1486026548060932,normal
0.34,Ideal,H,VVS1,61.8,57.0,995.0,4.46,4.44,2.75,2.9978230807457256,normal
1.2,Ideal,G,VS1,62.6,54.3,8687.0,6.76,6.8,4.25,3.9388698215129865,normal
1.21,Premium,D,SI2,62.5,57.0,6505.0,6.79,6.71,4.22,3.813247300897605,normal
0.42,Very Good,E,SI1,62.7,57.0,773.0,4.77,4.83,3.01,2.888179493918325,normal
1.51,Ideal,G,VS1,61.6,56.0,14674.0,7.37,7.34,4.53,4.166548514738755,normal
0.41,Ideal,H,VVS1,61.4,56.0,1115.0,4.8,4.77,2.94,3.0472748673841794,normal
0.41,Premium,D,VVS1,61.6,58.0,1582.0,4.78,4.74,2.93,3.1992064791616577,normal
0.7,Premium,G,SI2,60.0,60.0,2268.0,5.69,5.65,3.51,3.355643050220869,normal
0.27,Ideal,D,VVS2,62.3,57.0,799.0,4.15,4.13,2.58,2.902546779313991,normal
4.13,Fair,H,I1,64.8,61.0,17329.0,10.0,9.85,6.43,4.238773501720696,normal
0.7,Ideal,D,SI1,59.7,58.0,2822.0,5.82,5.77,3.46,3.450557009418329,normal
0.56,Premium,E,VS2,61.8,56.0,1915.0,5.31,5.28,3.27,3.2821687783046416,normal
1.29,Very Good,G,SI2,63.3,61.0,4937.0,6.84,6.8,4.32,3.6934631272195313,normal
0.41,Ideal,G,SI1,62.1,55.0,1110.0,4.78,4.81,2.98,3.0453229787866576,normal
1.01,Very Good,D,SI2,59.1,63.0,3605.0,6.54,6.59,3.88,3.5569052690554477,normal
0.43,Very Good,D,SI2,63.3,57.0,858.0,4.82,4.79,3.04,2.9334872878487053,normal
0.23,Very Good,F,VVS2,61.7,55.0,498.0,3.99,4.05,2.48,2.6972293427597176,normal
0.32,Very Good,G,VS1,60.8,56.0,660.0,4.45,4.48,2.71,2.8195439355418688,normal
0.9,Very Good,G,VS1,62.4,58.0,4297.0,6.14,6.16,3.84,3.633165353683903,normal
1.01,Premium,D,VS1,61.1,61.0,7785.0,6.46,6.4,3.93,3.891258616904139,normal
0.45,Good,F,VS2,56.8,62.0,1066.0,5.1,5.14,2.91,3.0277572046905536,normal
0.35,Ideal,I,VS2,61.7,57.0,630.0,4.56,4.52,2.8,2.7993405494535817,normal
1.24,Ideal,I,SI2,60.7,57.0,4937.0,6.98,6.92,4.22,3.6934631272195313,normal
0.31,Premium,G,VS2,61.7,59.0,544.0,4.31,4.34,2.67,2.73559889969818,normal
0.33,Ideal,E,SI1,62.0,54.0,579.0,4.41,4.43,2.74,2.762678563727436,normal
0.35,Premium,F,VS1,60.7,58.0,984.0,4.58,4.54,2.77,2.9929950984313414,normal
0.33,Ideal,E,VVS1,61.5,56.0,984.0,4.46,4.49,2.75,2.9929950984313414,normal
1.5,Premium,G,VS1,60.8,61.0,13720.0,7.36,7.29,4.45,4.137354111370733,normal
0.27,Ideal,F,IF,61.8,55.0,796.0,4.16,4.19,2.58,2.900913067737669,normal
1.12,Ideal,E,VVS1,61.5,56.0,14407.0,6.7,6.76,4.13,4.158573556172255,normal
1.09,Ideal,F,SI1,62.0,56.0,5922.0,6.61,6.56,4.08,3.7724684030532805,normal
0.9,Very Good,F,VS1,62.5,58.0,4961.0,6.1,6.15,3.83,3.6955692270361857,normal
0.77,Good,H,VVS2,57.9,61.0,3027.0,6.07,6.01,3.5,3.481012420956573,normal
1.29,Premium,I,VS2,62.2,57.0,6279.0,7.01,6.97,4.35,3.797890483058349,normal
1.5,Premium,H,VS2,60.0,62.0,11322.0,7.41,7.38,4.44,4.053923150548575,normal
0.35,Ideal,H,IF,60.8,56.0,1017.0,4.61,4.6,2.8,3.0073209529227447,normal
0.3,Ideal,G,IF,62.6,56.0,794.0,4.29,4.32,2.69,2.8998205024270964,normal
0.7,Premium,E,VS2,60.9,59.0,2673.0,5.68,5.71,3.47,3.426998958756537,normal
0.27,Ideal,E,VVS2,62.1,57.0,622.0,4.13,4.15,2.57,2.7937903846908188,normal
0.7,Very Good,F,SI1,59.8,60.0,2196.0,5.75,5.83,3.46,3.3416323357780544,normal
0.61,Ideal,H,VS1,61.6,56.9,1706.0,5.4,5.49,3.36,3.231979026831504,normal
1.2,Ideal,H,SI1,61.3,57.0,6675.0,6.81,6.85,4.19,3.824451270036613,normal
0.73,Ideal,H,VS2,61.4,55.0,3164.0,5.79,5.82,3.56,3.500236474825639,normal
0.4,Premium,D,VS1,62.1,58.0,1123.0,4.7,4.73,2.93,3.050379756261458,normal
0.3,Ideal,D,SI1,61.0,54.0,709.0,4.35,4.34,2.65,2.8506462351830666,normal
0.9,Ideal,F,VS2,62.0,56.0,4838.0,6.23,6.15,3.84,3.684665864025861,normal
1.07,Ideal,F,SI1,61.5,56.0,7286.0,6.58,6.62,4.06,3.862489166905897,normal
1.02,Premium,G,I1,61.3,57.0,2387.0,6.47,6.35,3.93,3.3778524190067545,normal
2.17,Premium,D,SI2,62.2,59.0,16472.0,8.28,8.34,5.17,4.216746333609975,normal
0.37,Very Good,H,VS1,59.8,59.0,695.0,4.66,4.7,2.8,2.8419848045901137,normal
0.51,Very Good,G,VVS2,60.9,56.0,1768.0,5.17,5.21,3.16,3.2474822606770544,normal
1.01,Ideal,I,VS2,61.3,53.0,4887.0,6.52,6.54,4.0,3.689042339028172,normal
1.13,Ideal,G,VVS2,61.5,57.0,8889.0,6.67,6.71,4.12,3.9488529061997135,normal
0.34,Very Good,E,SI2,63.1,56.0,571.0,4.51,4.46,2.83,2.756636108245848,normal
0.71,Good,G,SI1,63.9,56.0,2215.0,5.62,5.59,3.58,3.3453737305590883,normal
1.01,Good,G,SI1,63.2,59.0,5021.0,6.32,6.36,4.01,3.700790221374347,normal
0.27,Very Good,E,VVS1,62.3,56.0,682.0,4.16,4.19,2.6,2.833784374656479,normal
